date,product_id,quantity,price,customer_id,category
2024-10-26,40,24,738.31,828,Books
2024-10-27,42,4,998.36,987,Clothing
2024-10-28,9,12,933.78,729,Electronics
2024-10-29,50,37,646.14,632,Electronics
2024-10-30,27,37,427.04,951,Home
2024-10-31,66,43,639.82,906,Home
2024-11-01,5,6,787.8,175,Clothing
2024-11-02,29,39,127.15,23,Sports
2024-11-03,37,46,415.81,725,Electronics
2024-11-04,38,24,841.4,917,Home
2024-11-05,83,11,389.99,235,Electronics
2024-11-06,8,13,576.15,13,Clothing
2024-11-07,65,34,591.89,101,Clothing
2024-11-08,86,25,192.63,929,Sports
2024-11-09,17,7,368.61,536,Sports
2024-11-10,71,4,341.17,876,Clothing
2024-11-11,89,8,35.93,523,Home
2024-11-12,45,20,33.95,785,Electronics
2024-11-13,4,29,833.38,452,Books
2024-11-14,36,45,280.34,431,Sports
2024-11-15,70,46,522.9,793,Books
2024-11-16,31,10,305.74,606,Home
2024-11-17,19,43,941.27,713,Sports
2024-11-18,61,34,266.7,533,Books
2024-11-19,54,26,435.36,852,Home
2024-11-20,39,41,874.0,979,Electronics
2024-11-21,91,49,843.51,723,Home
2024-11-22,74,3,194.24,652,Sports
2024-11-23,90,6,804.62,293,Clothing
2024-11-24,19,5,463.61,810,Electronics
2024-11-25,39,5,488.14,913,Books
2024-11-26,67,47,142.15,101,Sports
2024-11-27,45,23,89.8,502,Clothing
2024-11-28,13,49,730.66,304,Home
2024-11-29,92,9,501.5,871,Clothing
2024-11-30,58,35,442.48,540,Sports
2024-12-01,20,20,732.21,553,Sports
2024-12-02,92,49,767.86,355,Clothing
2024-12-03,72,42,167.32,303,Home
2024-12-04,61,35,614.12,496,Clothing
2024-12-05,39,50,144.0,658,Sports
2024-12-06,1,18,753.86,768,Sports
2024-12-07,3,17,660.39,974,Books
2024-12-08,77,24,957.05,227,Books
2024-12-09,92,3,78.27,236,Electronics
2024-12-10,62,32,66.48,873,Sports
2024-12-11,63,35,289.37,892,Books
2024-12-12,25,38,269.09,455,Clothing
2024-12-13,56,13,254.51,13,Home
2024-12-14,33,47,907.19,210,Clothing
2024-12-15,38,25,257.05,741,Home
2024-12-16,6,9,279.23,397,Books
2024-12-17,58,4,761.8,100,Electronics
2024-12-18,44,14,455.24,31,Clothing
2024-12-19,45,37,778.94,898,Clothing
2024-12-20,32,34,74.71,528,Clothing
2024-12-21,45,11,492.7,649,Home
2024-12-22,61,41,43.28,329,Books
2024-12-23,47,3,72.03,166,Clothing
2024-12-24,21,28,907.37,459,Clothing
2024-12-25,80,29,147.85,822,Electronics
2024-12-26,85,9,537.1,952,Electronics
2024-12-27,75,3,416.98,982,Books
2024-12-28,36,25,353.87,993,Books
2024-12-29,99,34,900.84,100,Sports
2024-12-30,19,12,31.61,621,Electronics
2024-12-31,20,42,667.15,855,Sports
2025-01-01,57,9,963.76,173,Home
2025-01-02,18,15,564.57,749,Sports
2025-01-03,47,40,937.45,162,Clothing
2025-01-04,49,25,61.74,905,Sports
2025-01-05,14,5,424.61,728,Books
2025-01-06,15,11,267.56,776,Home
2025-01-07,31,34,733.51,263,Clothing
2025-01-08,1,24,981.48,804,Sports
2025-01-09,54,15,263.96,274,Home
2025-01-10,3,38,657.63,3,Home
2025-01-11,16,8,206.12,28,Clothing
2025-01-12,87,5,569.68,326,Sports
2025-01-13,57,48,469.29,940,Home
2025-01-14,75,26,972.29,149,Home
2025-01-15,12,18,612.44,540,Electronics
2025-01-16,74,6,356.01,488,Home
2025-01-17,96,37,122.95,822,Electronics
2025-01-18,16,48,159.73,438,Sports
2025-01-19,72,13,233.06,65,Sports
2025-01-20,76,28,258.46,356,Sports
2025-01-21,24,5,852.11,533,Books
2025-01-22,28,13,565.61,252,Sports
2025-01-23,8,17,528.16,235,Home
2025-01-24,92,50,123.62,227,Clothing
2025-01-25,36,40,861.54,525,Electronics
2025-01-26,90,45,725.59,313,Books
2025-01-27,8,32,76.99,49,Sports
2025-01-28,58,29,710.76,118,Sports
2025-01-29,60,3,548.1,54,Clothing
2025-01-30,50,40,90.91,650,Clothing
2025-01-31,28,34,463.72,565,Books
2025-02-01,92,40,489.85,44,Electronics
2025-02-02,41,27,174.12,815,Sports
2025-02-03,100,13,946.24,53,Books
2025-02-04,64,45,851.48,586,Home
2025-02-05,27,33,672.33,558,Home
2025-02-06,63,6,467.67,525,Books
2025-02-07,17,24,417.65,677,Sports
2025-02-08,73,19,654.46,102,Books
2025-02-09,33,16,549.98,792,Sports
2025-02-10,84,40,71.65,770,Clothing
2025-02-11,77,28,517.38,982,Books
2025-02-12,92,33,808.34,849,Sports
2025-02-13,29,48,464.65,868,Books
2025-02-14,13,41,61.44,398,Books
2025-02-15,46,13,788.42,138,Sports
2025-02-16,35,43,209.35,675,Sports
2025-02-17,6,45,266.03,921,Electronics
2025-02-18,82,25,173.06,387,Books
2025-02-19,69,42,336.91,111,Home
2025-02-20,47,36,759.18,614,Books
2025-02-21,25,27,524.19,17,Books
2025-02-22,66,38,212.83,780,Sports
2025-02-23,10,7,879.05,182,Books
2025-02-24,56,5,880.79,884,Books
2025-02-25,30,43,871.87,536,Home
2025-02-26,5,45,246.41,541,Sports
2025-02-27,33,31,456.73,171,Books
2025-02-28,65,23,985.14,409,Clothing
2025-03-01,18,42,774.29,740,Electronics
2025-03-02,96,10,36.9,378,Home
2025-03-03,49,32,74.55,188,Books
2025-03-04,11,43,469.29,858,Clothing
2025-03-05,85,30,910.13,230,Books
2025-03-06,26,39,543.31,833,Books
2025-03-07,63,31,502.83,852,Sports
2025-03-08,89,18,114.42,119,Sports
2025-03-09,86,36,660.21,156,Sports
2025-03-10,59,2,823.88,784,Clothing
2025-03-11,27,14,386.62,687,Books
2025-03-12,49,13,777.86,465,Electronics
2025-03-13,77,29,964.83,104,Home
2025-03-14,33,12,211.73,604,Sports
2025-03-15,98,39,528.1,698,Sports
2025-03-16,99,2,294.27,972,Books
2025-03-17,1,32,794.93,795,Books
2025-03-18,21,13,581.82,502,Clothing
2025-03-19,55,46,638.24,693,Clothing
2025-03-20,6,27,799.94,682,Sports
2025-03-21,92,49,402.01,699,Books
2025-03-22,81,41,915.94,175,Electronics
2025-03-23,69,17,537.7,734,Home
2025-03-24,95,40,166.38,745,Books
2025-03-25,5,31,698.94,674,Books
2025-03-26,3,34,795.33,421,Clothing
2025-03-27,53,24,323.59,134,Home
2025-03-28,23,45,858.61,391,Sports
2025-03-29,53,35,907.08,992,Books
2025-03-30,37,48,284.14,736,Sports
2025-03-31,74,6,983.69,501,Books
2025-04-01,74,19,149.3,665,Sports
2025-04-02,83,30,210.0,33,Home
2025-04-03,17,7,192.38,55,Clothing
2025-04-04,85,10,895.05,954,Home
2025-04-05,78,41,657.75,519,Electronics
2025-04-06,73,32,160.58,756,Clothing
2025-04-07,1,34,445.92,825,Home
2025-04-08,51,28,619.15,638,Electronics
2025-04-09,45,15,92.63,12,Books
2025-04-10,77,30,883.59,528,Books
2025-04-11,4,37,805.57,720,Sports
2025-04-12,62,29,510.15,555,Clothing
2025-04-13,65,22,967.46,373,Books
2025-04-14,32,4,423.58,484,Clothing
2025-04-15,34,20,984.27,973,Books
2025-04-16,92,32,671.24,647,Sports
2025-04-17,95,36,638.32,228,Home
2025-04-18,72,50,174.3,623,Sports
2025-04-19,39,4,883.11,307,Electronics
2025-04-20,26,27,433.21,457,Books
2025-04-21,34,17,170.61,160,Electronics
2025-04-22,54,12,22.48,331,Electronics
2025-04-23,3,22,564.16,776,Clothing
2025-04-24,50,17,532.13,225,Books
2025-04-25,12,10,722.16,983,Electronics
2025-04-26,65,1,891.36,729,Home
2025-04-27,54,22,88.61,504,Electronics
2025-04-28,5,26,734.18,456,Home
2025-04-29,94,18,195.54,45,Clothing
2025-04-30,94,50,859.6,214,Electronics
2025-05-01,57,14,820.87,59,Sports
2025-05-02,17,47,545.39,644,Clothing
2025-05-03,47,29,713.14,616,Home
2025-05-04,23,12,321.21,195,Clothing
2025-05-05,79,36,476.46,925,Electronics
2025-05-06,85,35,823.42,489,Books
2025-05-07,14,12,464.67,157,Books
2025-05-08,66,7,364.22,610,Home
2025-05-09,75,29,499.27,226,Home
2025-05-10,51,11,829.97,412,Books
2025-05-11,38,33,341.86,205,Home
2025-05-12,64,6,182.02,79,Clothing
2025-05-13,98,47,714.89,124,Sports
2025-05-14,38,15,827.72,471,Sports
2025-05-15,50,32,109.63,940,Clothing
2025-05-16,98,11,247.48,218,Sports
2025-05-17,82,23,150.55,516,Electronics
2025-05-18,30,26,354.46,602,Clothing
2025-05-19,79,34,455.85,104,Home
2025-05-20,91,46,751.34,393,Clothing
2025-05-21,51,34,654.64,631,Books
2025-05-22,63,29,624.72,645,Home
2025-05-23,98,4,358.85,824,Books
2025-05-24,52,17,843.03,608,Home
2025-05-25,38,35,476.57,980,Sports
2025-05-26,97,13,979.31,434,Clothing
2025-05-27,88,41,637.8,331,Electronics
2025-05-28,79,39,135.0,143,Home
2025-05-29,30,15,679.42,800,Home
2025-05-30,51,29,331.85,540,Books
2025-05-31,81,29,689.46,278,Sports
2025-06-01,5,11,78.94,233,Books
2025-06-02,29,32,183.13,529,Books
2025-06-03,4,2,857.18,571,Sports
2025-06-04,10,47,234.91,90,Electronics
2025-06-05,56,14,838.67,492,Books
2025-06-06,17,20,286.48,199,Books
2025-06-07,74,22,646.45,362,Home
2025-06-08,17,11,697.21,441,Sports
2025-06-09,84,27,517.53,26,Clothing
2025-06-10,88,3,312.26,25,Electronics
2025-06-11,69,17,220.52,394,Electronics
2025-06-12,34,44,42.86,507,Sports
2025-06-13,6,28,310.91,301,Home
2025-06-14,53,29,656.63,339,Home
2025-06-15,66,21,938.92,267,Sports
2025-06-16,77,47,872.49,461,Home
2025-06-17,43,16,768.4,693,Electronics
2025-06-18,75,37,790.56,456,Electronics
2025-06-19,23,20,668.34,360,Clothing
2025-06-20,55,6,267.68,68,Sports
2025-06-21,80,19,908.12,863,Books
2025-06-22,95,5,674.02,412,Books
2025-06-23,75,3,564.84,971,Clothing
2025-06-24,16,1,119.88,491,Clothing
2025-06-25,8,38,452.58,833,Home
2025-06-26,4,15,465.75,49,Clothing
2025-06-27,4,34,865.92,687,Clothing
2025-06-28,56,35,551.18,564,Books
2025-06-29,25,49,386.6,102,Home
2025-06-30,67,25,977.03,216,Clothing
2025-07-01,96,24,119.61,438,Clothing
2025-07-02,67,12,428.32,700,Home
2025-07-03,27,18,51.6,569,Sports
2025-07-04,93,15,742.51,559,Home
2025-07-05,32,44,918.9,159,Books
2025-07-06,50,16,287.24,489,Sports
2025-07-07,61,27,859.76,686,Electronics
2025-07-08,51,8,299.3,242,Home
2025-07-09,19,46,911.66,794,Books
2025-07-10,21,25,756.42,753,Sports
2025-07-11,5,17,806.86,882,Home
2025-07-12,82,29,27.83,5,Clothing
2025-07-13,92,8,963.18,596,Home
2025-07-14,42,15,729.4,820,Electronics
2025-07-15,61,27,311.7,361,Home
2025-07-16,22,46,831.1,459,Sports
2025-07-17,21,50,288.71,248,Sports
2025-07-18,70,7,874.03,566,Home
2025-07-19,1,3,121.45,673,Sports
2025-07-20,5,29,706.65,946,Clothing
2025-07-21,12,44,545.29,422,Home
2025-07-22,90,24,105.57,923,Clothing
2025-07-23,46,3,249.47,738,Clothing
2025-07-24,34,20,22.28,15,Books
2025-07-25,49,46,474.08,736,Home
2025-07-26,78,15,308.25,573,Sports
2025-07-27,90,25,602.37,122,Clothing
2025-07-28,45,30,304.27,277,Books
2025-07-29,27,14,306.92,558,Home
2025-07-30,73,7,745.76,453,Home
2025-07-31,26,17,57.66,390,Electronics
2025-08-01,47,44,903.87,294,Electronics
2025-08-02,86,20,853.74,574,Clothing
2025-08-03,56,36,671.13,598,Electronics
2025-08-04,94,9,597.29,446,Clothing
2025-08-05,63,38,893.38,210,Sports
2025-08-06,48,48,193.48,590,Clothing
2025-08-07,61,22,88.18,714,Electronics
2025-08-08,81,2,247.12,302,Sports
2025-08-09,26,24,796.63,909,Electronics
2025-08-10,36,8,44.32,223,Clothing
2025-08-11,1,11,586.98,734,Books
2025-08-12,8,13,995.48,3,Home
2025-08-13,99,17,857.14,990,Electronics
2025-08-14,52,8,526.23,518,Clothing
2025-08-15,79,21,73.0,93,Sports
2025-08-16,47,18,833.06,520,Electronics
2025-08-17,56,30,602.99,428,Electronics
2025-08-18,86,18,123.78,493,Home
2025-08-19,14,46,102.92,235,Clothing
2025-08-20,90,47,910.53,620,Books
2025-08-21,28,31,672.51,161,Sports
2025-08-22,87,38,830.99,721,Clothing
2025-08-23,78,32,880.19,752,Sports
2025-08-24,88,11,576.05,331,Electronics
2025-08-25,2,45,522.27,333,Home
2025-08-26,26,25,436.12,50,Home
2025-08-27,14,33,323.78,523,Books
2025-08-28,59,38,440.25,863,Home
2025-08-29,56,41,776.14,668,Electronics
2025-08-30,7,8,605.9,492,Books
2025-08-31,3,11,893.6,582,Clothing
2025-09-01,23,22,448.95,681,Home
2025-09-02,18,24,611.02,272,Books
2025-09-03,38,41,634.99,580,Electronics
2025-09-04,99,17,595.78,867,Sports
2025-09-05,15,12,705.61,252,Sports
2025-09-06,64,46,245.06,560,Electronics
2025-09-07,89,32,517.24,696,Electronics
2025-09-08,28,15,113.18,832,Sports
2025-09-09,74,16,390.67,699,Books
2025-09-10,39,22,492.79,90,Sports
2025-09-11,57,28,655.7,446,Electronics
2025-09-12,17,20,951.03,332,Home
2025-09-13,86,33,604.64,139,Clothing
2025-09-14,90,10,746.16,357,Home
2025-09-15,44,40,511.2,601,Home
2025-09-16,25,32,637.76,274,Electronics
2025-09-17,17,50,80.22,19,Sports
2025-09-18,13,33,261.85,983,Books
2025-09-19,84,2,368.23,311,Home
2025-09-20,25,33,477.77,870,Sports
2025-09-21,68,33,55.19,886,Books
2025-09-22,10,41,148.62,978,Home
2025-09-23,67,13,284.05,154,Books
2025-09-24,18,30,971.82,390,Sports
2025-09-25,100,33,338.03,260,Clothing
2025-09-26,86,13,487.22,620,Sports
